PSR_ID,lat,lon,area_km2,n_overview_px,mean_slope_deg,mean_roughness_rms_m,mean_illumination_fraction,mean_hazard_score
SP_869290_1543540,-86.929,154.354,8.928,55,6.939455254668171,71.96724936535932,0.0,0.4637184122112497
SP_850590_3238160,-85.059,323.808,46.526,279,7.204561892688835,71.04180744572571,0.0,0.4654843777882119
SP_866190_0680240,-86.619,68.024,8.417,52,7.28778362152592,70.93390566302868,0.0,0.46619993369602286
SP_856730_2119650,-85.673,211.965,12.078,73,7.17411362087725,73.05352745214321,0.0,0.46696344221628877
SP_890390_3377770,-89.038,337.786,60.426,364,7.370658637508989,74.67226564888837,0.0,0.4703071411821916
SP_860780_3461430,-86.078,346.143,7.578,45,7.336196998708978,75.40251929980495,0.0,0.47061597640540903
SP_846090_2604870,-84.609,260.487,5.612,36,7.239356818160726,76.6887861137921,0.0,0.4708078635450984
SP_834120_3366970,-83.412,336.697,7.481,47,7.627855658365754,75.85486682048987,0.0,0.47385677982248336
SP_879600_1679640,-87.96,167.964,5.216,31,7.793633251171113,76.80233918230161,0.0,0.4763082081232947
SP_843040_1277030,-84.304,127.703,6.898,43,7.782997749802541,77.5630038306257,0.0,0.4768760159850055
SP_876600_2623440,-87.66,262.339,13.99,86,7.76688638119731,80.56280355486491,0.0,0.47936692070100406
