Latitude(deg.),Longitude(deg.),Slant_Range(m),Incidence_Angle(deg.)
-80.385773,79.812098,111854.567844,25.730054
-80.384483,79.703898,112158.770704,25.985111
-80.382870,79.569714,112461.830754,26.319015
-80.381476,79.458835,112765.930208,26.580781
-80.380095,79.352007,113070.140913,26.829440
-80.390969,80.226240,110638.279057,24.758468
-80.389910,80.128628,110942.649104,24.984172
-80.388816,80.030344,111246.965045,25.211185
-80.387614,79.924161,111551.016887,25.461628
-80.386308,79.811079,111854.595444,25.732478
-80.385013,79.702331,112158.696640,25.989211
-80.383413,79.569349,112461.840832,26.319404
-80.382017,79.458324,112765.908086,26.581604
-80.380634,79.351350,113070.134400,26.830687
-80.391501,80.224683,110638.231739,24.762630
-80.390441,80.127067,110942.601475,24.988327
-80.389349,80.029010,111246.933811,25.214624
-80.388145,79.922704,111550.962436,25.465425
-80.386844,79.810079,111854.617239,25.734842
-80.385541,79.700696,112158.593155,25.993527
-80.383955,79.568979,112461.850615,26.319808
-80.382558,79.457877,112765.903150,26.582230
-80.381175,79.350873,113070.126486,26.831384
-80.392032,80.223141,110638.184971,24.766744
-80.390972,80.125498,110942.553365,24.992504
-80.389880,80.027533,111246.888654,25.218500
-80.388678,79.921415,111550.926647,25.468709
-80.387380,79.809192,111854.615617,25.736870
-80.386066,79.698760,112158.435836,25.998772
-80.384497,79.568606,112461.860128,26.320220
-80.383099,79.457437,112765.898252,26.582832
-80.381716,79.350449,113070.114426,26.831922
-80.392564,80.221617,110638.138634,24.770806
-80.391503,80.123921,110942.505125,24.996707
-80.390411,80.026031,111246.841882,25.222454
-80.389211,79.920124,111550.887320,25.471995
-80.387918,79.808330,111854.606542,25.738822
-80.386591,79.696809,112158.320922,26.004055
-80.385039,79.568196,112461.868657,26.320746
-80.383641,79.456981,112765.882094,26.583486
-80.382260,79.350262,113070.122886,26.831731
-80.393096,80.220116,110638.093697,24.774793
-80.392033,80.122341,110942.456657,25.000921
-80.390942,80.024467,111246.790864,25.226598
-80.389743,79.918674,111550.840122,25.475770
-80.388456,79.807558,111854.579981,25.740502
-80.387116,79.694833,112158.256614,26.009400
-80.385581,79.567859,112461.606966,26.321117
-80.384182,79.456565,112765.872282,26.584016
-80.382804,79.350071,113070.127795,26.831551
-80.393628,80.218665,110638.050149,24.778626
-80.392564,80.120764,110942.408282,25.005122
-80.391472,80.022861,111246.738639,25.230869
-80.390275,79.917292,111550.797255,25.479336
-80.388992,79.806671,111854.546233,25.742534
-80.387643,79.693034,112158.204089,26.014201
-80.386122,79.567382,112461.628449,26.321845
-80.384725,79.456258,112765.871286,26.584212
-80.383348,79.349851,113070.130344,26.831460
-80.394161,80.217229,110638.006798,24.782415
-80.393095,80.119193,110942.359948,25.009303
-80.392002,80.021238,111246.688581,25.235191
-80.390808,79.916045,111550.769574,25.482486
-80.389528,79.805647,111854.526159,25.744980
-80.388169,79.691218,112158.351911,26.019003
-80.386663,79.566879,112461.643193,26.322652
-80.385269,79.456083,112765.910336,26.583993
-80.383891,79.349577,113070.125617,26.831539
-80.394693,80.215790,110637.963076,24.786215
-80.393626,80.117640,110942.311717,25.013431
-80.392532,80.019597,111246.638660,25.239571
-80.391342,79.914854,111550.742662,25.485463
-80.390066,79.804929,111854.573617,25.746480
-80.388699,79.689699,112158.307311,26.022948
-80.387203,79.566334,112461.656564,26.323589
-80.385815,79.456015,112765.962736,26.583443
-80.384434,79.349213,113070.108493,26.831892
-80.395226,80.214376,110637.921332,24.789934
-80.394157,80.116081,110942.263850,25.017577
-80.393062,80.017980,111246.591087,25.243872
-80.391876,79.913696,111550.716725,25.488339
-80.390607,79.804364,111854.621828,25.747509
-80.389229,79.688256,112158.271591,26.026658
-80.387743,79.565750,112461.661115,26.324645
-80.386360,79.455888,112765.993881,26.583082
-80.384977,79.348951,113070.124355,26.831928
-80.395758,80.212981,110637.879396,24.793596
-80.394688,80.114519,110942.215443,25.021733
-80.393594,80.016619,111246.545251,25.247392
-80.392410,79.912513,111550.675529,25.491298
-80.391149,79.803986,111854.654837,25.747969
-80.389762,79.687000,112158.222240,26.029800
-80.388282,79.565139,112461.664603,26.325787
-80.386904,79.455714,112766.019419,26.582865
-80.385521,79.348729,113070.140138,26.831841
-80.396291,80.211524,110637.835512,24.797446
-80.395219,80.112977,110942.168375,25.025825
-80.394126,80.015183,111246.494217,25.251144
-80.392944,79.911307,111550.630634,25.494324
-80.391690,79.803568,111854.662400,25.748560
-80.390295,79.685796,112158.176087,26.032782
-80.388821,79.564477,112461.657423,26.327086
-80.387442,79.454995,112765.998771,26.584320
-80.386066,79.348638,113070.161156,26.831353
-80.396823,80.210086,110637.792525,24.801241
-80.395750,80.111445,110942.121862,25.029885
-80.394657,80.013698,111246.474565,25.255036
-80.393478,79.910127,111550.590951,25.497270
-80.392225,79.802503,111854.601370,25.751144
-80.390829,79.684682,112158.123138,26.035489
-80.389360,79.563800,112461.651062,26.328427
-80.387979,79.454151,112765.971128,26.586159
-80.386612,79.348572,113070.179024,26.830791
-80.397356,80.208662,110637.749410,24.804989
-80.396282,80.109955,110942.077405,25.033819
-80.395191,80.012481,111246.449344,25.258110
-80.394012,79.908959,111550.556652,25.500178
-80.392760,79.801397,111854.540499,25.753849
-80.391366,79.683859,112158.139052,26.037292
-80.389898,79.563070,112461.634361,26.329936
-80.388515,79.453284,112765.907617,26.588079
-80.387153,79.348155,113070.172714,26.831301
-80.397888,80.207196,110637.704697,24.808869
-80.396813,80.108470,110942.033222,25.037735
-80.395727,80.011404,111246.422983,25.260758
-80.394547,79.907838,111550.534692,25.502942
-80.393294,79.800255,111854.470311,25.756665
-80.391907,79.683332,112157.914038,26.038253
-80.390436,79.562332,112461.617007,26.331468
-80.389052,79.452451,112765.843930,26.589893
-80.387694,79.347673,113070.161573,26.832016
-80.398420,80.205716,110637.660089,24.812788
-80.397345,80.106992,110941.991564,25.041630
-80.396260,80.010179,111246.390019,25.263857
-80.395082,79.906780,111550.521209,25.505508
-80.393825,79.798793,111854.349284,25.760474
-80.392445,79.682538,112157.918027,26.039970
-80.390974,79.561570,112461.602408,26.333071
-80.389591,79.451795,112765.830478,26.591155
-80.388231,79.346879,113070.135452,26.833682
-80.398952,80.204236,110637.615406,24.816709
-80.397877,80.105573,110941.951459,25.045342
-80.396794,80.008896,111246.353752,25.267134
-80.395618,79.905773,111550.509959,25.507917
-80.394354,79.797179,111854.297767,25.764725
-80.392982,79.681704,112157.918058,26.041813
-80.391512,79.560805,112461.591757,26.334683
-80.390130,79.451209,112765.824003,26.592200
-80.388767,79.345998,113070.100766,26.835617
-80.399484,80.202762,110637.571011,24.820610
-80.398410,80.104178,110941.911123,25.048983
-80.397324,80.007323,111246.305474,25.271301
-80.396153,79.904691,111550.482778,25.510559
-80.394884,79.795643,111854.272374,25.768735
-80.393518,79.680779,112157.936968,26.043923
-80.392049,79.560038,112461.587971,26.336300
-80.390671,79.450704,112765.812647,26.593000
-80.389301,79.344939,113070.052588,26.838099
-80.400016,80.201299,110637.526949,24.824477
-80.398943,80.102854,110941.872057,25.052403
-80.397855,80.005811,111246.258622,25.275280
-80.396688,79.903598,111550.453705,25.513236
-80.395415,79.794174,111854.258602,25.772535
-80.394055,79.679877,112157.950458,26.045969
-80.392586,79.559211,112461.564705,26.338104
-80.391211,79.450168,112765.808079,26.593892
-80.389835,79.343925,113070.003791,26.840441
-80.400549,80.199844,110637.483286,24.828321
-80.399476,80.101538,110941.833190,25.055802
-80.398387,80.004382,111246.210961,25.279005
-80.397223,79.902576,111550.430317,25.515696
-80.395946,79.792789,111854.227016,25.776082
-80.394591,79.678999,112157.915283,26.047952
-80.393123,79.558351,112461.535879,26.340010
-80.391751,79.449615,112765.812153,26.594835
-80.390370,79.342945,113069.947819,26.842682
-80.401081,80.198395,110637.439549,24.832142
-80.400009,80.100224,110941.794745,25.059193
-80.398920,80.003127,111246.167015,25.282198
-80.397759,79.901586,111550.408470,25.518055
-80.396478,79.791439,111854.207097,25.779520
-80.395128,79.678093,112157.883108,26.050017
-80.393660,79.557493,112461.517471,26.341907
-80.392291,79.449020,112765.820221,26.595905
-80.390906,79.342078,113069.905592,26.844576
-80.401613,80.196955,110637.396388,24.835938
-80.400543,80.098921,110941.755894,25.062548
-80.399455,80.001982,111246.128076,25.285054
-80.398296,79.900652,111550.388697,25.520243
-80.397011,79.790168,111854.224889,25.782707
-80.395664,79.677161,112157.863119,26.052161
-80.394196,79.556632,112461.502086,26.343813
-80.392830,79.448430,112765.832055,26.596956
-80.391443,79.341238,113069.876697,26.846382
-80.402146,80.195518,110637.353192,24.839725
-80.401076,80.097639,110941.716291,25.065839
-80.399989,80.000749,111246.088539,25.288179
-80.398832,79.899732,111550.370194,25.522387
-80.397546,79.789119,111854.258949,25.785214
-80.396199,79.676183,112157.841726,26.054443
-80.394732,79.555728,112461.496809,26.345846
-80.393371,79.447947,112765.848591,26.597681
-80.391978,79.340305,113069.843270,26.848473
-80.402678,80.194079,110637.309710,24.843517
-80.401609,80.096297,110941.676432,25.069315
-80.400522,79.999502,111246.050859,25.291344
-80.399369,79.898826,111550.352463,25.524487
-80.398082,79.788216,111854.276312,25.787278
-80.396735,79.675191,112157.823633,26.056771
-80.395268,79.554753,112461.464439,26.348102
-80.393912,79.447466,112765.859110,26.598402
-80.392517,79.339673,113069.859241,26.849634
-80.403210,80.192652,110637.267747,24.847271
-80.402142,80.094941,110941.637379,25.072835
-80.401057,79.998323,111246.023890,25.294299
-80.399904,79.897744,111550.322418,25.527128
-80.398621,79.787475,111854.279115,25.788852
-80.397269,79.674124,112157.801007,26.059325
-80.395801,79.553621,112461.398390,26.350844
-80.394453,79.446996,112765.865607,26.599091
-80.393066,79.339913,113069.871062,26.848138
-80.403744,80.191321,110637.228533,24.850732
-80.402676,80.093633,110941.598373,25.076203
-80.401591,79.997143,111245.995098,25.297257
-80.400439,79.896611,111550.289846,25.529927
-80.399159,79.786760,111854.272517,25.790347
-80.397804,79.673042,112157.780021,26.061923
-80.396335,79.552505,112461.341107,26.353537
-80.394991,79.446330,112765.853474,26.600381
-80.393619,79.340440,113069.976194,26.845742
-80.404278,80.190088,110637.194790,24.853891
-80.403209,80.092318,110941.557832,25.079597
-80.402125,79.995929,111245.963075,25.300321
-80.400973,79.895437,111550.255833,25.532848
-80.399697,79.785977,111854.254049,25.792054
-80.398338,79.671898,112157.770840,26.064709
-80.396869,79.551401,112461.288632,26.356191
-80.395528,79.445466,112765.824421,26.602279
-80.394174,79.341179,113070.058451,26.842707
-80.404814,80.188979,110637.163752,24.856668
-80.403742,80.091027,110941.519201,25.082914
-80.402658,79.994667,111245.932493,25.303530
-80.401507,79.894273,111550.223145,25.535740
-80.400235,79.785219,111854.236645,25.793683
-80.398871,79.670748,112157.760931,26.067514
-80.397405,79.550453,112461.282686,26.358356
-80.396065,79.444641,112765.799424,26.604055
-80.394723,79.341408,113070.088569,26.841241
-80.405350,80.187965,110637.137393,24.859157
-80.404275,80.089718,110941.479915,25.086288
-80.403192,79.993404,111245.904420,25.306739
-80.402041,79.893148,111550.194977,25.538512
-80.400774,79.784535,111854.221960,25.795087
-80.399405,79.669590,112157.753222,26.070340
-80.397941,79.549553,112461.290971,26.360372
-80.396602,79.443831,112765.775784,26.605786
-80.395269,79.341339,113070.097251,26.840687
-80.405887,80.187003,110637.111993,24.861484
-80.404809,80.088394,110941.440027,25.089706
-80.403727,79.992279,111245.872352,25.309531
-80.402574,79.891851,111550.125673,25.541816
-80.401313,79.783840,111854.210167,25.796522
-80.399939,79.668453,112157.750822,26.073100
-80.398478,79.548693,112461.290294,26.362269
-80.397137,79.442893,112765.725816,26.607913
-80.395812,79.341041,113070.093923,26.840834
-80.406427,80.186343,110637.099566,24.862884
-80.405342,80.087073,110941.400246,25.093113
-80.404261,79.991121,111245.835082,25.312421
-80.403105,79.890358,111550.058706,25.545717
-80.401852,79.783145,111854.199431,25.797957
-80.400473,79.667339,112157.748800,26.075792
-80.399014,79.547855,112461.286012,26.364099
-80.397673,79.442017,112765.708926,26.609843
-80.396354,79.340659,113070.085648,26.841237
-80.406967,80.185732,110637.087778,24.864136
-80.405875,80.085760,110941.361642,25.096499
-80.404794,79.989775,111245.793465,25.315887
-80.403636,79.888904,111549.993357,25.549500
-80.402385,79.781885,111854.165033,25.801122
-80.401007,79.666215,112157.745464,26.078514
-80.399552,79.547071,112461.270479,26.365765
-80.398213,79.441432,112765.709821,26.610882
-80.396891,79.339910,113070.070660,26.842763
-80.407508,80.185264,110637.079985,24.864948
-80.406409,80.084474,110941.324394,25.099798
-80.405327,79.988504,111245.758091,25.319125
-80.404167,79.887395,111549.909804,25.553455
-80.402914,79.780302,111854.108179,25.805276
-80.401541,79.665089,112157.735339,26.081241
-80.400090,79.546328,112461.261021,26.367306
-80.398753,79.440854,112765.708938,26.611900
-80.397428,79.339111,113070.055604,26.844439
-80.408049,80.184642,110637.063955,24.866233
-80.406942,80.083201,110941.287223,25.103059
-80.405862,79.987408,111245.734384,25.321822
-80.404696,79.885774,111549.891784,25.557736
-80.403443,79.778632,111854.043756,25.809695
-80.402074,79.663896,112157.709284,26.084180
-80.400628,79.545626,112461.248896,26.368722
-80.399293,79.440285,112765.706032,26.612887
-80.397964,79.338176,113070.031105,26.846532
-80.408586,80.183745,110637.040430,24.868359
-80.407477,80.082019,110941.253382,25.106040
-80.406396,79.986217,111245.704072,25.324810
-80.405227,79.884269,111549.875558,25.561661
-80.403971,79.776898,111853.965401,25.814314
-80.402607,79.662679,112157.674551,26.087192
-80.401168,79.545030,112461.263289,26.369809
-80.399832,79.439695,112765.696243,26.613943
-80.398501,79.337423,113070.014439,26.848069
-80.409122,80.182640,110637.007017,24.871124
-80.408011,80.080806,110941.218521,25.109114
-80.406930,79.984969,111245.670103,25.327977
-80.405758,79.882817,111549.846141,25.565427
-80.404498,79.775143,111853.864144,25.819003
-80.403140,79.661429,112157.633685,26.090304
-80.401708,79.544476,112461.278137,26.370768
-80.400372,79.439091,112765.682585,26.615044
-80.399043,79.336988,113070.003653,26.848633
-80.409656,80.181388,110636.970420,24.874340
-80.408545,80.079540,110941.182422,25.112354
-80.407462,79.983542,111245.628201,25.331687
-80.406289,79.881343,111549.802873,25.569264
-80.405026,79.773431,111853.789262,25.823551
-80.403672,79.660131,112157.585280,26.093565
-80.402250,79.544053,112461.307372,26.371321
-80.400910,79.438410,112765.663695,26.616379
-80.399587,79.336835,113070.004656,26.848338
-80.410188,80.179918,110636.924073,24.878222
-80.409079,80.078308,110941.148665,25.115487
-80.407993,79.982091,111245.585286,25.335473
-80.406820,79.879897,111549.773669,25.573009
-80.405554,79.771748,111853.713881,25.828014
-80.404203,79.658799,112157.533497,26.096930
-80.402791,79.543665,112461.337089,26.371769
-80.401448,79.437714,112765.645124,26.617759
-80.400135,79.336939,113070.011528,26.847255
-80.410719,80.178364,110636.874629,24.882361
-80.409613,80.077109,110941.116702,25.118519
-80.408525,79.980693,111245.547605,25.339093
-80.407353,79.878654,111549.758630,25.576132
-80.406083,79.770071,111853.644015,25.832457
-80.404734,79.657415,112157.484513,26.100453
-80.403335,79.543437,112461.379272,26.371725
-80.401988,79.437151,112765.633055,26.618731
-80.400684,79.337194,113070.034264,26.845711
-80.411248,80.176588,110636.818866,24.887182
-80.410147,80.075887,110941.083541,25.121619
-80.409058,79.979348,111245.512074,25.342553
-80.407888,79.877497,111549.741057,25.578996
-80.406611,79.768379,111853.572603,25.836942
-80.405265,79.656021,112157.441296,26.104006
-80.403879,79.543237,112461.425155,26.371595
-80.402528,79.436585,112765.620996,26.619713
-80.401234,79.337482,113070.066163,26.844063
-80.411777,80.174748,110636.759502,24.892197
-80.410681,80.074694,110941.055020,25.124633
-80.409590,79.977990,111245.474458,25.346050
-80.408422,79.876369,111549.701498,25.581773
-80.407139,79.766681,111853.506278,25.841446
-80.405796,79.654627,112157.399696,26.107556
-80.404424,79.543078,112461.472240,26.371339
-80.403068,79.436007,112765.612756,26.620730
-80.401784,79.337754,113070.095832,26.842466
-80.412304,80.172816,110636.697609,24.897491
-80.411216,80.073538,110941.025060,25.127530
-80.410127,79.977029,111245.444513,25.348337
-80.408956,79.875135,111549.658116,25.584876
-80.407667,79.764986,111853.446171,25.845939
-80.406327,79.653232,112157.359689,26.111110
-80.404967,79.542828,112461.491184,26.371370
-80.403608,79.435452,112765.604833,26.621677
-80.402333,79.337981,113070.122186,26.841005
